site_nr,plot_nr,date,site_cat,plot_rep,avg_height,sp_common,sp_latin,sp_comments,sp_group
7,21,9/8/22,2S,3,2,highland rush,Juncus trifidus,,grass
7,21,9/8/22,2S,3,2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
7,21,9/8/22,2S,3,2,reindeer lichen ,Cladonia rangiferina,,lichen
7,21,9/8/22,2S,3,2,dwarf willow,Salix herbacea,from 2S(2) plot 1,shrub
7,21,9/8/22,2S,3,2,hawkweed,Pilocella sp. ,,herb
7,21,9/8/22,2S,3,2,pebbled cup lichen,Cladonia pyxidata,,lichen
7,21,9/8/22,2S,3,2,purple mountain-heath,Phyllodoce caerulea,,shrub
7,21,9/8/22,2S,3,2,moss bell heather,Harrimanella hypnoides,,shrub
7,21,9/8/22,2S,3,2,arctic haircap moss,Polytrichum hyperboreum,,lichen
7,21,9/8/22,2S,3,2,madame's cup lichen,Cladonia coccifera,,lichen
7,21,9/8/22,2S,3,2,sheep's fescue,Festuca ovina,"could also be Nardus stricta, but no obvious blackness or hairs, was smal-bladigt gräs",grass
7,21,9/8/22,2S,3,2,broom forkmoss,Dicranum scoparium,,moss
7,21,9/8/22,2S,3,2,snow lichen,Stereocaulon sp.,,lichen
8,22,9/8/22,5S,1,3,snow lichen,Stereocaulon sp.,,lichen
8,22,9/8/22,5S,1,3,arctic kidney lichen,Nephroma arcticum,,lichen
8,22,9/8/22,5S,1,3,goldenrod,Solidago virgaurea ssp. lapponica,,herb
8,22,9/8/22,5S,1,3,lingonberry,Vaccinium vitis-idaea,,shrub
8,22,9/8/22,5S,1,3,blueberry,Vaccinium myrtillus,,shrub
8,22,9/8/22,5S,1,3,arctic haircap moss,Polytrichum hyperboreum,,moss
8,22,9/8/22,5S,1,3,hawkweed,Pilocella sp. ,,herb
8,22,9/8/22,5S,1,3,highland rush,Juncus trifidus,,grass
8,22,9/8/22,5S,1,3,broom forkmoss,Dicranum scoparium,,moss
8,22,9/8/22,5S,1,3,,Tritomaria quinquedentata,,moss
8,22,9/8/22,5S,1,3,purple moor-grass,Molinia caerulea,,grass
8,22,9/8/22,5S,1,3,arctic starflower ,Lysimachia europaea,,herb
8,22,9/8/22,5S,1,3,,Anthoxanthum nipponicum,"too dry to ID, maybe Anthoxanthum nipponicum? could be other based on the shorter leaves/ their structure",grass
8,22,9/8/22,5S,1,3,red-stemmed feathermoss,Pleurozium schreberi,"very brown/reddish, dry, dense carpet, see photo",moss
8,22,9/8/22,5S,1,3,finger cup lichen,Cladonia digitata,,lichen
8,22,9/8/22,5S,1,3,wavy hair-grass,Deschampsia flexuosa,,grass
8,22,9/8/22,5S,1,3,lesser sulphur cup lichen,Cladonia deformis ,,lichen
8,22,9/8/22,5S,1,3,alpine rush,Juncus alpinoarticulatus ssp. alpestris,"red stems, done flowering, see photos",grass
8,23,9/8/22,5S,2,2.8,red-stemmed feathermoss,Pleurozium schreberi,"not sure, same as plot 1 though",moss
8,23,9/8/22,5S,2,2.8,goldenrod,Solidago virgaurea ssp. lapponica,,herb
8,23,9/8/22,5S,2,2.8,highland rush,Juncus trifidus,,grass
8,23,9/8/22,5S,2,2.8,blueberry,Vaccinium myrtillus,,shrub
8,23,9/8/22,5S,2,2.8,arctic kidney lichen,Nephroma arcticum,,lichen
8,23,9/8/22,5S,2,2.8,arctic haircap moss,Polytrichum hyperboreum,,moss
8,23,9/8/22,5S,2,2.8,snow lichen,Stereocaulon sp.,,lichen
8,23,9/8/22,5S,2,2.8,northern firmoss ,Huperzia selago ssp. arctica,,herb
8,23,9/8/22,5S,2,2.8,reindeer lichen ,Cladonia rangiferina,,lichen
8,23,9/8/22,5S,2,2.8,arctic starflower,Lysimachia europaea,,herb
8,23,9/8/22,5S,2,2.8,finger cup lichen,Cladonia digitata ,,lichen
8,23,9/8/22,5S,2,2.8,lingonberry,Vaccinium vitis-idaea,,shrub
8,23,9/8/22,5S,2,2.8,broom forkmoss,Dicranum scoparium,,moss
8,23,9/8/22,5S,2,2.8,hawkweed,Pilocella sp. ,,herb
8,23,9/8/22,5S,2,2.8,Bigelow's sedge,Carex bigelowii,,grass
8,23,9/8/22,5S,2,2.8,black sedge,Carex nigra ssp. juncella,"styltstarr, also called common sedge (not the subspecies)",grass
8,24,9/8/22,5S,3,2.6,blueberry,Vaccinium myrtillus,,shrub
8,24,9/8/22,5S,3,2.6,arctic kidney lichen,Nephroma arcticum,,lichen
8,24,9/8/22,5S,3,2.6,arctic starflower,Lysimachia europaea,,herb
8,24,9/8/22,5S,3,2.6,snow lichen,Stereocaulon sp.,,lichen
8,24,9/8/22,5S,3,2.6,lingonberry,Vaccinium vitis-idaea,,shrub
8,24,9/8/22,5S,3,2.6,goldenrod,Solidago virgaurea ssp. lapponica,,herb
8,24,9/8/22,5S,3,2.6,reindeer lichen ,Cladonia rangiferina,,lichen
8,24,9/8/22,5S,3,2.6,arctic haircap moss,Polytrichum hyperboreum,,moss
8,24,9/8/22,5S,3,2.6,finger cup lichen,Cladonia digitata,,lichen
8,24,9/8/22,5S,3,2.6,lesser sulphur cup lichen,Cladonia deformis,,lichen
8,24,9/8/22,5S,3,2.6,dwarf willow,Salix herbacea,,shrub
8,24,9/8/22,5S,3,2.6,broom forkmoss,Dicranum scoparium,"could be other, often has liverworts growing inside the turf ",moss
8,24,9/8/22,5S,3,2.6,,Tritomaria quinquedentata,,moss
8,24,9/8/22,5S,3,2.6,wavy hair-grass,Deschampsia flexuosa,,grass
8,24,9/8/22,5S,3,2.6,hawkweed,Pilocella sp. ,,herb
8,24,9/8/22,5S,3,2.6,Bigelow's sedge,Carex bigelowii,hard to ID starr,grass
8,24,9/8/22,5S,3,2.6,naked kidney lichen,Nephroma bellum,"brown lichen with white under, if other sp. has this too it could be another sp. ",lichen
9,25,9/8/22,3S,1,2.4,goldenrod,Solidago virgaurea ssp. lapponica,,herb
9,25,9/8/22,3S,1,2.4,arctic kidney lichen,Nephroma arcticum,,lichen
9,25,9/8/22,3S,1,2.4,arctic haircap moss,Polytrichum hyperboreum,,moss
9,25,9/8/22,3S,1,2.4,highland rush,Juncus trifidus,,grass
9,25,9/8/22,3S,1,2.4,alpine bistort,Bistorta vivipara,,herb
9,25,9/8/22,3S,1,2.4,snow lichen,Stereocaulon sp.,"when it's just ""sp."", it has a stem",lichen
9,25,9/8/22,3S,1,2.4,finger cup lichen,Cladonia digitata ,,lichen
9,25,9/8/22,3S,1,2.4,lingonberry,Vaccinium vitis-idaea,,shrub
9,25,9/8/22,3S,1,2.4,hawkweed,Pilocella sp. ,they have hairy leaves,herb
9,25,9/8/22,3S,1,2.4,wavy hair-grass,Deschampsia flexuosa,,grass
9,25,9/8/22,3S,1,2.4,arctic starflower ,Lysimachia europaea,,herb
9,25,9/8/22,3S,1,2.4,slender eyebright ,Euphrasia stricta var. tenius ,,herb
9,25,9/8/22,3S,1,2.4,broom forkmoss,Dicranum scoparium,"unsure, see photos, very short and bright green, wet",moss
9,25,9/8/22,3S,1,2.4,tussock grass,Deschampsia cespitosa,gröe?,grass
9,25,9/8/22,3S,1,2.4,,Anthoxanthum nipponicum,can't ID in field,grass
9,25,9/8/22,3S,1,2.4,unknow grass 2,,"can't ID in field, but is different ",grass
9,25,9/8/22,3S,1,2.4,alpine rush,Juncus alpinoarticulatus ssp. alpestris,"see photos, red/purple with short, dense cones ",grass
9,26,9/8/22,3S,2,3.6,blueberry,Vaccinium myrtillus,,shrub
9,26,9/8/22,3S,2,3.6,snow lichen,Stereocaulon sp.,,lichen
9,26,9/8/22,3S,2,3.6,reindeer lichen ,Cladonia rangiferina,,lichen
9,26,9/8/22,3S,2,3.6,hawkweed,Pilocella sp. ,,herb
9,26,9/8/22,3S,2,3.6,toy soldiers cup lichen,Cladonia bellidiflora ,,lichen
9,26,9/8/22,3S,2,3.6,,Anthoxanthum nipponicum,same as plot 1,grass
9,26,9/8/22,3S,2,3.6,lingonberry,Vaccinium vitis-idaea,,shrub
9,26,9/8/22,3S,2,3.6,Lapland lousewort,Pedicularis lapponica,"from 2S(1) plot 1, leaves like <O, lappspira",herb
9,26,9/8/22,3S,2,3.6,broom forkmoss,Dicranum scoparium,,moss
9,26,9/8/22,3S,2,3.6,wavy hair-grass,Deschampsia flexuosa,,grass
9,26,9/8/22,3S,2,3.6,Bigelow's sedge,Carex bigelowii,,grass
9,26,9/8/22,3S,2,3.6,naked kidney lichen,Nephroma bellum,,lichen
9,26,9/8/22,3S,2,3.6,finger cup lichen,Cladonia digitata,,lichen
9,26,9/8/22,3S,2,3.6,arctic haircap moss,Polytrichum hyperboreum,,moss
9,26,9/8/22,3S,2,3.6,tussock grass,Deschampsia cespitosa,,grass
9,26,9/8/22,3S,2,3.6,highland rush,Juncus trifidus,,grass
9,26,9/8/22,3S,2,3.6,flame-coloured lousewort,Pedicularis flamea ,,herb
9,26,9/8/22,3S,2,3.6,pyramidal bugle,Ajuga pyramidalis ,blåsuga,herb
9,27,9/8/22,3S,3,2.2,alpine clubmoss,Lycopodium alpinum,lighter on the tips,herb
9,27,9/8/22,3S,3,2.2,blueberry,Vaccinium myrtillus,,shrub
9,27,9/8/22,3S,3,2.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
9,27,9/8/22,3S,3,2.2,dwarf willow,Salix herbacea,,shrub
9,27,9/8/22,3S,3,2.2,arctic starflower,Lysimachia europaea,,herb
9,27,9/8/22,3S,3,2.2,purple moor-grass,Molinia caerulea,blåtåtel,grass
9,27,9/8/22,3S,3,2.2,tussock grass,Deschampsia cespitosa,,grass
9,27,9/8/22,3S,3,2.2,reindeer lichen ,Cladonia rangiferina,,lichen
9,27,9/8/22,3S,3,2.2,snow lichen,Stereocaulon sp.,,lichen
9,27,9/8/22,3S,3,2.2,finger cup lichen,Cladonia digitata,,lichen
9,27,9/8/22,3S,3,2.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
9,27,9/8/22,3S,3,2.2,Norwegian arctic cudweed,Gnaphalium norvegicum ,,herb
9,27,9/8/22,3S,3,2.2,goldenrod,Solidago virgaurea ssp. lapponica,,herb
9,27,9/8/22,3S,3,2.2,hawkweed,Pilocella sp. ,,herb
9,27,9/8/22,3S,3,2.2,arctic haircap moss,Polytrichum hyperboreum,,moss
9,27,9/8/22,3S,3,2.2,broom forkmoss,Dicranum scoparium,"like plot 1, not sure about the sp.",moss
9,27,9/8/22,3S,3,2.2,slender eyebright ,Euphrasia stricta var. tenuis,"common name is a guess, without the variety it's strict eyebright, swedish is späd ögontröst",herb
9,27,9/8/22,3S,3,2.2,lingonberry,Vaccinium vitis-idaea,,shrub
9,27,9/8/22,3S,3,2.2,alpine rush,Juncus alpinoarticulatus ssp. alpestris,from plot 1,grass
10,28,10/8/22,3S,1,11.8,blueberry,Vaccinium myrtillus,,shrub
10,28,10/8/22,3S,1,11.8,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
10,28,10/8/22,3S,1,11.8,wavy hair-grass,Deschampsia flexuosa,,grass
10,28,10/8/22,3S,1,11.8,tussock grass,Deschampsia cespitosa,,grass
10,28,10/8/22,3S,1,11.8,finger cup lichen,Cladonia digitata ,,lichen
10,28,10/8/22,3S,1,11.8,common sorrel,Rumex acetosa ,,herb
10,28,10/8/22,3S,1,11.8,reindeer lichen ,Cladonia rangiferina,,lichen
10,28,10/8/22,3S,1,11.8,arctic starflower ,Lysimachia europaea,,herb
10,28,10/8/22,3S,1,11.8,lesser sulphur cup lichen,Cladonia deformis,"not sure, no cups, pointy and long, see photos ",lichen
10,28,10/8/22,3S,1,11.8,broom forkmoss,Dicranum scoparium,,moss
10,28,10/8/22,3S,1,11.8,red-stemmed feathermoss,Pleurozium schreberi,"long, brown/red stem, väggmossa, shape is like -'-,-'-,'==",moss
10,28,10/8/22,3S,1,11.8,,Tritomaria quinquedentata,,moss
10,29,10/8/22,3S,2,7.2,dwarf birch,Betula nana,,shrub
10,29,10/8/22,3S,2,7.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
10,29,10/8/22,3S,2,7.2,lingonberry,Vaccinium vitis-idaea,,shrub
10,29,10/8/22,3S,2,7.2,blueberry,Vaccinium myrtillus,,shrub
10,29,10/8/22,3S,2,7.2,arctic starflower,Lysimachia europaea,,herb
10,29,10/8/22,3S,2,7.2,reindeer lichen ,Cladonia rangiferina,,lichen
10,29,10/8/22,3S,2,7.2,common haircap moss,Polytrichum commune,bigger than the small spikey moss and greener ,moss
10,29,10/8/22,3S,2,7.2,tussock grass,Deschampsia cespitosa,,grass
10,29,10/8/22,3S,2,7.2,red-stemmed feathermoss,Pleurozium schreberi,,moss
10,29,10/8/22,3S,2,7.2,broom forkmoss,Dicranum scoparium ,,moss
10,29,10/8/22,3S,2,7.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
10,29,10/8/22,3S,2,7.2,ciliated fringewort,Ptilidium ciliare,,moss
10,29,10/8/22,3S,2,7.2,snow lichen,Stereocaulon sp. ,,lichen
10,30,10/8/22,3S,3,4.2,highland rush,Juncus trifidus,,grass
10,30,10/8/22,3S,3,4.2,blueberry,Vaccinium myrtillus,,shrub
10,30,10/8/22,3S,3,4.2,arctic starflower ,Lysimachia europaea,,herb
10,30,10/8/22,3S,3,4.2,reindeer lichen ,Cladonia rangiferina,,lichen
10,30,10/8/22,3S,3,4.2,lingonberry,Vaccinium vitis-idaea,,shrub
10,30,10/8/22,3S,3,4.2,alpine bearberry,Arctostaphylos alpina,,shrub
10,30,10/8/22,3S,3,4.2,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
10,30,10/8/22,3S,3,4.2,dwarf birch,Betula nana,,shrub
10,30,10/8/22,3S,3,4.2,snow lichen,Stereocaulon sp.,,lichen
10,30,10/8/22,3S,3,4.2,finger cup lichen,Cladonia digitata ,,lichen
10,30,10/8/22,3S,3,4.2,toy soldiers cup lichen,Cladonia bellidiflora ,,lichen
10,30,10/8/22,3S,3,4.2,arctic haircap moss,Polytrichum hyperboreum ,,moss
10,30,10/8/22,3S,3,4.2,broom forkmoss,Dicranum scoparium ,,moss
10,30,10/8/22,3S,3,4.2,,Tritomaria quinquedentata,,moss
10,30,10/8/22,3S,3,4.2,common haircap moss,Polytrichum commune,"larger, brighter green ",moss
11,31,10/8/22,2S,1,7.6,dwarf birch,Betula nana,,shrub
11,31,10/8/22,2S,1,7.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
11,31,10/8/22,2S,1,7.6,lingonberry,Vaccinium vitis-idaea,,shrub
11,31,10/8/22,2S,1,7.6,blueberry,Vaccinium myrtillus,,shrub
11,31,10/8/22,2S,1,7.6,bog bilberry,Vaccinium uliginosum,,shrub
11,31,10/8/22,2S,1,7.6,reindeer lichen ,Cladonia rangiferina,,lichen
11,31,10/8/22,2S,1,7.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
11,31,10/8/22,2S,1,7.6,broom forkmoss,Dicranum scoparium,,moss
11,31,10/8/22,2S,1,7.6,lesser sulphur cup lichen,Cladonia deformis,,lichen
11,31,10/8/22,2S,1,7.6,Bigelow's sedge,Carex bigelowii,"has no shoot, all broad-leaved grasses could be this because it looks so similar",grass
11,31,10/8/22,2S,1,7.6,finger cup lichen,Cladonia digitata ,,lichen
11,31,10/8/22,2S,1,7.6,red-stemmed feathermoss,Pleurozium schreberi,"very tall, most of branches on top, spindly, see photos",moss
11,31,10/8/22,2S,1,7.6,ciliated fringewort,Ptilidium ciliare,,moss
11,32,10/8/22,2S,2,4.4,Bigelow's sedge,Carex bigelowii,no shoot,grass
11,32,10/8/22,2S,2,4.4,reindeer lichen ,Cladonia rangiferina,,lichen
11,32,10/8/22,2S,2,4.4,blueberry,Vaccinium myrtillus,,shrub
11,32,10/8/22,2S,2,4.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
11,32,10/8/22,2S,2,4.4,lingonberry,Vaccinium vitis-idaea,,shrub
11,32,10/8/22,2S,2,4.4,dwarf birch,Betula nana,,shrub
11,32,10/8/22,2S,2,4.4,arctic haircap moss,Polytrichum hyperboreum,,moss
11,32,10/8/22,2S,2,4.4,arctic starflower,Lysimachia europaea,,herb
11,32,10/8/22,2S,2,4.4,snow lichen,Stereocaulon sp.,,lichen
11,32,10/8/22,2S,2,4.4,broom forkmoss,Dicranum scoparium,,moss
11,32,10/8/22,2S,2,4.4,finger cup lichen,Cladonia digitata ,,lichen
11,32,10/8/22,2S,2,4.4,toy soldiers cup lichen,Cladonia bellidiflora ,,lichen
11,32,10/8/22,2S,2,4.4,dwarf juniper ,Juniperus communis ssp. nana,,shrub
11,33,10/8/22,2S,3,5.8,dwarf birch,Betula nana,,shrub
11,33,10/8/22,2S,3,5.8,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
11,33,10/8/22,2S,3,5.8,lingonberry,Vaccinium vitis-idaea,,shrub
11,33,10/8/22,2S,3,5.8,blueberry,Vaccinium myrtillus,,shrub
11,33,10/8/22,2S,3,5.8,reindeer lichen ,Cladonia rangiferina,,lichen
11,33,10/8/22,2S,3,5.8,Bigelow's sedge,Carex bigelowii,no shoots,grass
11,33,10/8/22,2S,3,5.8,finger cup lichen,Cladonia digitata ,,lichen
11,33,10/8/22,2S,3,5.8,snow lichen,Stereocaulon sp.,,lichen
11,33,10/8/22,2S,3,5.8,alpine kidney lichen,Nephroma expallidum ,,lichen
11,33,10/8/22,2S,3,5.8,common haircap moss,Polytrichum commune,,moss
11,33,10/8/22,2S,3,5.8,wavy hair-grass,Deschampsia flexuosa,,grass
11,33,10/8/22,2S,3,5.8,broom forkmoss,Dicranum scoparium,,moss
11,33,10/8/22,2S,3,5.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
12,34,15/8/22,2N,1,4.3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
12,34,15/8/22,2N,1,4.3,dwarf birch,Betula nana,,shrub
12,34,15/8/22,2N,1,4.3,lingonberry,Vaccinium vitis-idaea,,shrub
12,34,15/8/22,2N,1,4.3,arctic haircap moss,Polytrichum hyperboreum,,moss
12,34,15/8/22,2N,1,4.3,common haircap moss,Polytrichum commune,,moss
12,34,15/8/22,2N,1,4.3,reindeer lichen ,Cladonia rangiferina,,lichen
12,34,15/8/22,2N,1,4.3,snow lichen,Stereocaulon sp. ,,lichen
12,34,15/8/22,2N,1,4.3,finger cup lichen,Cladonia digitata,,lichen
12,34,15/8/22,2N,1,4.3,arctic starflower ,Lysimachia europaea,,herb
12,34,15/8/22,2N,1,4.3,Bigelow's sedge,Carex bigelowii,,grass
12,34,15/8/22,2N,1,4.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
12,34,15/8/22,2N,1,4.3,broom forkmoss,Dicranum scoparium,,moss
12,34,15/8/22,2N,1,4.3,wavy hair-grass,Deschampsia flexuosa,,grass
12,34,15/8/22,2N,1,4.3,,Anthoxanthum nipponicum,"beige, dry, lapprör? wheat-like, grows singular (calamagrostis?)",grass
12,34,15/8/22,2N,1,4.3,alpine rush,Juncus alpinoarticulatus ssp. alpestris,,grass
12,34,15/8/22,2N,1,4.3,,Tritomaria quinquedentata,"could be other, quite dry",moss
12,34,15/8/22,2N,1,4.3,bog bilberry,Vaccinium uliginosum,,shrub
12,34,15/8/22,2N,1,4.3,highland rush,Juncus trifidus,,grass
12,35,15/8/22,2N,2,4.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
12,35,15/8/22,2N,2,4.4,lesser sulphur cup lichen,Cladonia deformis,,lichen
12,35,15/8/22,2N,2,4.4,reindeer lichen ,Cladonia rangiferina,,lichen
12,35,15/8/22,2N,2,4.4,snow lichen,Stereocaulon sp.,,lichen
12,35,15/8/22,2N,2,4.4,dwarf birch,Betula nana,,shrub
12,35,15/8/22,2N,2,4.4,common haircap moss,Polytrichum commune,,moss
12,35,15/8/22,2N,2,4.4,arctic haircap moss,Polytrichum hyperboreum,,moss
12,35,15/8/22,2N,2,4.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
12,35,15/8/22,2N,2,4.4,wavy hair-grass,Deschampsia flexuosa,,grass
12,35,15/8/22,2N,2,4.4,tussock grass,Deschampsia cespitosa,,grass
12,35,15/8/22,2N,2,4.4,,Anthoxanthum nipponicum,"calamagrostis?, unknown wheat-like grass",grass
12,35,15/8/22,2N,2,4.4,,Tritomaria quinquedentata,could be other,moss
12,35,15/8/22,2N,2,4.4,broom forkmoss,Dicranum scoparium,,moss
12,35,15/8/22,2N,2,4.4,arctic starflower,Lysimachia europaea,,herb
12,35,15/8/22,2N,2,4.4,northern firmoss  ,Huperzia selago ssp. arctica,,herb
12,36,15/8/22,2N,3,4.3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
12,36,15/8/22,2N,3,4.3,arctic starflower,Lysimachia europaea,,herb
12,36,15/8/22,2N,3,4.3,blueberry,Vaccinium myrtillus,,shrub
12,36,15/8/22,2N,3,4.3,dwarf birch,Betula nana,,shrub
12,36,15/8/22,2N,3,4.3,arctic haircap moss,Polytrichum hyperboreum,,moss
12,36,15/8/22,2N,3,4.3,reindeer lichen ,Cladonia rangiferina,,lichen
12,36,15/8/22,2N,3,4.3,finger cup lichen,Cladonia digitata,,lichen
12,36,15/8/22,2N,3,4.3,common haircap moss,Polytrichum commune,,moss
12,36,15/8/22,2N,3,4.3,Bigelow's sedge,Carex bigelowii,,grass
12,36,15/8/22,2N,3,4.3,bog bilberry,Vaccinium uliginosum,,shrub
12,36,15/8/22,2N,3,4.3,,Tritomaria quinquedentata,,moss
12,36,15/8/22,2N,3,4.3,snow lichen,Stereocaulon sp.,,lichen
12,36,15/8/22,2N,3,4.3,broom forkmoss,Dicranum scoparium,"feathery moss, whispy, see photo",moss
12,36,15/8/22,2N,3,4.3,stiff clubmoss,Lycopodium annotinum,,herb
12,36,15/8/22,2N,3,4.3,goldenrod,Solidago virgaurea ssp. lapponica,added in post,herb
12,36,15/8/22,2N,3,4.3,wavy hair-grass,Deschampsia flexuosa,,grass
12,36,15/8/22,2N,3,4.3,,Anthoxanthum nipponicum,"same as before, maybe calamagrostis?, unknown wheat grass",grass
12,36,15/8/22,2N,3,4.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
12,36,15/8/22,2N,3,4.3,tussock grass,Deschampsia cespitosa,,grass
12,36,15/8/22,2N,3,4.3,arctic saucer lichen,Ochrolechia frigida,,lichen
13,37,15/8/22,4N,1,1.6,lingonberry,Vaccinium vitis-idaea,,shrub
13,37,15/8/22,4N,1,1.6,bog bilberry,Vaccinium uliginosum,,shrub
13,37,15/8/22,4N,1,1.6,dwarf birch,Betula nana,,shrub
13,37,15/8/22,4N,1,1.6,highland rush,Juncus trifidus,,grass
13,37,15/8/22,4N,1,1.6,reindeer lichen ,Cladonia rangiferina,,lichen
13,37,15/8/22,4N,1,1.6,arctic haircap moss,Polytrichum hyperboreum,,moss
13,37,15/8/22,4N,1,1.6,Bigelow's sedge,Carex bigelowii,,grass
13,37,15/8/22,4N,1,1.6,purple mountain heather,Phyllodoce caerulea,,shrub
13,37,15/8/22,4N,1,1.6,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
13,37,15/8/22,4N,1,1.6,toy soldiers cup lichen,Cladonia bellidiflora,a lot of it without trumpets too,lichen
13,37,15/8/22,4N,1,1.6,finger cup lichen,Cladonia digitata,,lichen
13,37,15/8/22,4N,1,1.6,stiff clubmoss,Lycopodium annotinum,,herb
13,37,15/8/22,4N,1,1.6,alpine bearberry,Arctostaphylos alpina,,shrub
13,37,15/8/22,4N,1,1.6,hawkweed,Pilocella sp. ,,herb
13,37,15/8/22,4N,1,1.6,common haircap moss,Polytrichum commune,,moss
13,37,15/8/22,4N,1,1.6,broom forkmoss,Dicranum scoparium,,moss
13,38,15/8/22,4N,2,5.1,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
13,38,15/8/22,4N,2,5.1,dwarf birch,Betula nana,,shrub
13,38,15/8/22,4N,2,5.1,tussock grass,Deschampsia cespitosa,,grass
13,38,15/8/22,4N,2,5.1,lingonberry,Vaccinium vitis-idaea,,shrub
13,38,15/8/22,4N,2,5.1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
13,38,15/8/22,4N,2,5.1,snow lichen,Stereocaulon sp.,,lichen
13,38,15/8/22,4N,2,5.1,purple mountain heather,Phyllodoce caerulea,,shrub
13,38,15/8/22,4N,2,5.1,reindeer lichen ,Cladonia rangiferina,,lichen
13,38,15/8/22,4N,2,5.1,,Tritomaria quinquedentata,could be other,moss
13,38,15/8/22,4N,2,5.1,finger cup lichen,Cladonia digitata,,lichen
13,38,15/8/22,4N,2,5.1,arctic haircap moss,Polytrichum hyperboreum,,moss
13,38,15/8/22,4N,2,5.1,common haircap moss,Polytrichum commune,,moss
13,38,15/8/22,4N,2,5.1,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
13,38,15/8/22,4N,2,5.1,hawkweed,Pilocella sp. ,,herb
13,38,15/8/22,4N,2,5.1,bog bilberry,Vaccinium uliginosum,,shrub
13,38,15/8/22,4N,2,5.1,broom forkmoss,Dicranum scoparium,,moss
13,38,15/8/22,4N,2,5.1,Bigelow's sedge,Carex bigelowii,,grass
13,39,15/8/22,4N,3,1.9,dwarf birch,Betula nana,,shrub
13,39,15/8/22,4N,3,1.9,purple mountain heather,Phyllodoce caerulea,,shrub
13,39,15/8/22,4N,3,1.9,haresfoot clubmoss,Lycopodium clavatum ssp. monostachyon,,herb
13,39,15/8/22,4N,3,1.9,reindeer lichen ,Cladonia rangiferina,,lichen
13,39,15/8/22,4N,3,1.9,stiff clubmoss,Lycopodium annotinum,,herb
13,39,15/8/22,4N,3,1.9,snow lichen,Stereocaulon sp.,,lichen
13,39,15/8/22,4N,3,1.9,finger cup lichen,Cladonia digitata,,lichen
13,39,15/8/22,4N,3,1.9,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
13,39,15/8/22,4N,3,1.9,lingonberry,Vaccinium vitis-idaea,,shrub
13,39,15/8/22,4N,3,1.9,hawkweed,Pilocella sp. ,,herb
13,39,15/8/22,4N,3,1.9,bog bilberry,Vaccinium uliginosum,,shrub
13,39,15/8/22,4N,3,1.9,arctic haircap moss,Polytrichum hyperboreum,,moss
13,39,15/8/22,4N,3,1.9,common haircap moss,Polytrichum commune,,moss
13,39,15/8/22,4N,3,1.9,tussock grass,Deschampsia cespitosa,,grass
13,39,15/8/22,4N,3,1.9,highland rush,Juncus trifidus,,grass
13,39,15/8/22,4N,3,1.9,broom forkmoss,Dicranum scoparium,,moss
13,39,15/8/22,4N,3,1.9,candy lichen,Icmadophila ericetorum,see photo,lichen
14,40,16/8/22,3N,1,1.9,dwarf birch,Betula nana,,shrub
14,40,16/8/22,3N,1,1.9,Bigelow's sedge,Carex bigelowii,,grass
14,40,16/8/22,3N,1,1.9,reindeer lichen ,Cladonia rangiferina,,lichen
14,40,16/8/22,3N,1,1.9,arctic kidney lichen,Nephroma arcticum,,lichen
14,40,16/8/22,3N,1,1.9,,Tritomaria quinquedentata,,moss
14,40,16/8/22,3N,1,1.9,broom forkmoss,Dicranum scoparium,,moss
14,40,16/8/22,3N,1,1.9,lingonberry,Vaccinium vitis-idaea,,shrub
14,40,16/8/22,3N,1,1.9,arctic starflower,Lysimachia europaea,,herb
14,40,16/8/22,3N,1,1.9,snow lichen,Stereocaulon sp.,,lichen
14,40,16/8/22,3N,1,1.9,common haircap moss,Polytrichum commune,,moss
14,40,16/8/22,3N,1,1.9,tussock grass,Deschampsia cespitosa,,grass
14,40,16/8/22,3N,1,1.9,Lapland lousewort,Pedicularis lapponica,"from before, purple with <0 leaves",herb
14,40,16/8/22,3N,1,1.9,blueberry,Vaccinium myrtillus,,shrub
